Low-Density Growth Rate,Migration Rate,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
6,0.01,0,10000,1,89,0.039392681,0.000567657,0.02487263,0.000255343,14760.5237,29685327.87,911,0,10000,0,10000,1,0.439023,0,10000,0,0
6,0.01,0,10000,1,79,0.041954415,0.000344158,0.025472259,0.000142531,12486.75791,18274499.01,921,0,10000,0,10000,1,0.299038,0,10000,0,0
6,0.01,0,10000,1,81,0.036761145,0.00019396,0.022045775,8.06E-05,13160.66448,11442707.34,919,0,10000,0,10000,1,0.362521,0,10000,0,0
6,0.01,0,10000,1,90,0.037110458,0.000314637,0.022095621,0.000114452,14002.40839,22889176.75,910,0,10000,0,10000,1,0.444201,0,10000,0,0
6,0.01,0,10000,1,85,0.035750621,0.000200354,0.021247835,7.28E-05,13876.60922,11579365.43,915,0,10000,0,10000,1,0.404438,0,10000,0,0
6,0.01,0,10000,1,81,0.035981929,0.00012787,0.021316906,4.45E-05,13291.13115,8551228.278,919,0,10000,0,10000,1,0.447483,0,10000,0,0
6,0.01,0,10000,1,87,0.044159888,0.00101613,0.028291893,0.00058327,13039.45435,19831271.32,913,0,10000,0,10000,1,0.406926,0,10000,0,0
6,0.01,0,10000,1,89,0.048062266,0.000661032,0.030224039,0.000298532,11908.129,14319140.65,911,0,10000,0,10000,1,0.28388,0,10000,0,0
6,0.01,0,10000,1,82,0.042086097,0.000404016,0.026288118,0.000174306,12999.53173,20190665.8,918,0,10000,0,10000,1,0.416097,0,10000,0,0
6,0.01,0,10000,1,81,0.040110438,0.00015958,0.025390101,6.86E-05,13160.02623,10843201.79,919,0,10000,0,10000,1,0.377155,0,10000,0,0
6,0.01,0,10000,1,83,0.038085291,0.000258301,0.023048136,0.000117737,13339.94743,14156438.05,917,0,10000,0,10000,1,0.581361,0,10000,0,0
6,0.01,0,10000,1,87,0.044166251,0.000757898,0.027897253,0.000350968,13144.13531,20175715.73,913,0,10000,0,10000,1,0.425661,0,10000,0,0
6,0.01,0,10000,1,87,0.036807751,0.00018543,0.02153055,6.43E-05,13284.47965,12890417.05,913,0,10000,0,10000,1,0.45545,0,10000,0,0
6,0.01,0,10000,1,89,0.036715651,0.00022738,0.022430575,0.00010297,14357.14994,24795185.85,911,0,10000,0,10000,1,0.368004,0,10000,0,0
6,0.01,0,10000,1,84,0.039636352,0.000246067,0.024235777,0.00010074,12760.49671,13773980.98,916,0,10000,0,10000,1,0.370065,0,10000,0,0
6,0.01,0,10000,1,81,0.044605816,0.000435385,0.02759638,0.00018345,12234.07541,14223810.31,919,0,10000,0,10000,1,0.280331,0,10000,0,0
6,0.01,0,10000,1,76,0.039702697,0.000240272,0.024344117,0.000102164,12832.02283,16111462.35,924,0,10000,0,10000,1,0.497358,0,10000,0,0
6,0.01,0,10000,1,81,0.038225924,0.000239829,0.023033908,9.55E-05,13134.6765,14555255.05,919,0,10000,0,10000,1,0.363202,0,10000,0,0
6,0.01,0,10000,1,96,0.037649155,0.00033081,0.023381192,0.000137815,14055.42889,17526445.76,904,0,10000,0,10000,1,0.408677,0,10000,0,0
6,0.01,0,10000,1,79,0.035085302,0.000139111,0.020607694,5.12E-05,13402.71647,10280986.97,921,0,10000,0,10000,1,0.335188,0,10000,0,0
6,0.01,0,10000,1,77,0.038077789,0.000302839,0.023506071,0.000130155,13476.50381,13212931.38,923,0,10000,0,10000,1,0.384407,0,10000,0,0
6,0.01,0,10000,1,87,0.049054316,0.00069613,0.031383979,0.000304038,11978.72497,15811607.57,913,0,10000,0,10000,1,0.498699,0,10000,0,0
6,0.01,0,10000,1,78,0.041477929,0.000364733,0.025158892,0.000124468,12968.87909,18841147.8,922,0,10000,0,10000,1,0.235389,0,10000,0,0
6,0.01,1,736,1,86,0.080008421,0.020802649,0.052876599,0.011307243,12016.97819,27837906.18,646,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,734,1,76,0.091571293,0.006596224,0.057194177,0.002563032,10176.375,31295801.74,652,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,634,1,77,0.13311501,0.016976541,0.087206862,0.007214769,8804.341241,36330431.56,552,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,489,1,76,0.133070429,0.023609238,0.087035613,0.01112724,9984.353086,56603964.51,409,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,162,1,69,0.175989367,0.043966289,0.114832658,0.020823928,8501.819277,20960325.47,87,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,213,1,61,0.103360211,0.036955319,0.060282015,0.011410921,15840.53147,50359835.8,147,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,88,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,528,1,72,0.104197694,0.007743499,0.063103093,0.003393803,8687.037946,22017260.51,452,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,86,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,294,1,65,0.149741075,0.042732948,0.091400339,0.020045845,11314.91892,54483411.52,226,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,201,1,69,0.132633206,0.052663207,0.076443096,0.01663272,15488.22131,93716396.4,126,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,511,1,71,0.137215707,0.02085485,0.087431419,0.008306141,9245.571759,37881421.42,436,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,194,1,72,0.155160343,0.023591936,0.100505569,0.013203079,9173.026786,52885394.78,116,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,198,1,71,0.128861942,0.01001357,0.087853833,0.005049268,9790.713043,63923777.89,119,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,743,1,76,0.159394992,0.026749788,0.105396765,0.012278181,7642.635258,28772436.48,662,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,89,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
