Density,Suppressed, Gen Suppressed, Chased, Gen Chased, Avg GC during Chase, Var in GC during Chase, Avg Popsize during Chase, Var in Popsize during Chase, Duration of Chase, Drive Lost, Gen Drive Lost, Equilibrium State, Gen Equilibrium State, Simulation Stopped after 1000, Rate One Drive at End
110000,1,408,1,23,0.071153299,0.002621201,10862.97895,231369945.3,384,0,10000,0,10000,0,10000
110000,0,10000,1,21,0.07326573,0.001866868,9562.64011,167351785.7,368,1,389,0,10000,0,10000
110000,1,119,1,20,0.065162226,0.001088532,8101.311828,77206110.49,97,0,10000,0,10000,0,10000
110000,1,28,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000
110000,1,564,1,24,0.071242782,0.002014959,8110.719101,111471746.9,538,0,10000,0,10000,0,10000
110000,1,374,1,21,0.066481188,0.001498769,10243.30172,207767395.1,352,0,10000,0,10000,0,10000
110000,1,124,1,24,0.125932221,0.010606572,4906.105263,26467310.98,99,0,10000,0,10000,0,10000
110000,1,101,1,21,0.072125987,0.002395499,12330.05333,161050452.3,79,0,10000,0,10000,0,10000
110000,1,233,1,21,0.078253668,0.001702116,4513.514563,33224022.53,210,0,10000,0,10000,0,10000
120000,1,142,1,20,0.070177028,0.001518687,4454.957265,16026013.05,121,0,10000,0,10000,0,10000
120000,1,117,1,21,0.087709793,0.009753878,5850.033333,31066607.19,94,0,10000,0,10000,0,10000
120000,1,454,1,21,0.071474051,0.003497099,8004.035047,91168767.13,432,0,10000,0,10000,0,10000
120000,1,576,1,22,0.079979856,0.003585789,8046.550091,119785280,553,0,10000,0,10000,0,10000
120000,0,10000,1,20,0.07503907,0.002924071,11298.46721,305559306.3,980,0,10000,0,10000,1,0.0228073
120000,1,208,1,25,0.087671212,0.002811631,6764.292135,55010555.7,182,0,10000,0,10000,0,10000
120000,1,444,1,23,0.078247321,0.003302766,8395.833735,133199186.4,419,0,10000,0,10000,0,10000
120000,1,67,1,22,0.128919338,0.002012768,1758.875,5847262.609,44,0,10000,0,10000,0,10000
120000,0,10000,1,23,0.065779987,0.001633045,7960.292096,115269510.7,295,1,318,0,10000,0,10000
120000,1,157,1,20,0.081315527,0.002416207,4876.742424,33605888.25,136,0,10000,0,10000,0,10000
120000,0,10000,1,23,0.066105742,0.000993144,9327.097403,142724333.7,158,1,181,0,10000,0,10000
120000,1,159,1,25,0.087776395,0.003521865,9444.976563,184220816.5,132,0,10000,0,10000,0,10000
120000,0,10000,1,20,0.078938383,0.004252954,14101.81429,454572929.5,74,1,94,0,10000,0,10000
120000,1,307,1,23,0.06361246,0.001707265,12336.84173,188909095.3,282,0,10000,0,10000,0,10000
120000,1,762,1,20,0.07930325,0.004485297,8720.449118,176652910.6,741,0,10000,0,10000,0,10000
120000,1,345,1,27,0.062850362,0.001214517,10662.39936,230315112.1,317,0,10000,0,10000,0,10000
120000,1,237,1,24,0.074727475,0.004184551,10081.94231,171960594.3,212,0,10000,0,10000,0,10000
120000,0,10000,1,25,0.066876678,0.001814529,9586.646341,196343691.3,414,1,439,0,10000,0,10000
120000,0,10000,0,10000,10000,10000,1000000,1000000,10000,1,28,0,10000,0,10000
120000,1,150,1,22,0.132431835,0.040416534,13814.98374,307156388.7,127,0,10000,0,10000,0,10000
130000,1,69,1,20,0.072470423,0.003488157,7250.613636,54989232.87,48,0,10000,0,10000,0,10000
130000,1,213,1,20,0.075495684,0.002947374,6253.297872,79746845.44,192,0,10000,0,10000,0,10000
130000,1,324,1,21,0.078898566,0.004298472,13542.95302,560242082,302,0,10000,0,10000,0,10000
130000,1,497,1,22,0.077554448,0.006544385,20063.32836,741227972.2,473,0,10000,0,10000,0,10000
130000,1,205,1,20,0.088078751,0.004843204,10054.09444,217806045,184,0,10000,0,10000,0,10000
130000,1,56,1,24,0.070669593,0.005096898,27210.37037,438513007.4,31,0,10000,0,10000,0,10000
130000,0,10000,1,21,0.079706394,0.002372057,6216.80543,61089233.98,225,1,246,0,10000,0,10000
130000,1,555,1,20,0.073233925,0.003470763,12931.35094,485096419.3,534,0,10000,0,10000,0,10000
130000,1,224,1,23,0.078640995,0.004132761,15949.19388,845526244.4,200,0,10000,0,10000,0,10000
130000,1,272,1,20,0.087629621,0.003946468,5508.711382,59753092.9,250,0,10000,0,10000,0,10000
130000,1,87,1,24,0.066351257,0.001501069,11040.37931,198410497.4,62,0,10000,0,10000,0,10000
